client-337,d,32,c,7244
client-338,e,44,a,6449
client-339,d,32,f,9076
client-340,b,14,j,11404
client-341,c,29,d,8366
client-342,d,37,h,10591
client-343,d,32,c,7693
client-344,d,34,a,6000
client-345,b,18,e,8729
client-346,c,28,j,12000
client-347,e,47,h,10298
client-348,d,34,d,7934
client-349,g,61,f,9225
client-350,d,31,a,6000
client-351,a,8,d,8006
client-352,g,65,d,7816
client-353,e,47,g,9771
client-354,f,55,d,8137
client-355,e,44,f,9357
client-356,e,49,f,9463
client-357,e,43,f,9070
client-358,d,36,i,10948
client-359,e,45,f,9394
client-360,e,40,e,8891
client-361,d,37,g,10136
client-362,d,39,f,9030
client-363,e,44,f,9402
client-364,a,7,g,9627
client-365,c,20,e,8718
client-366,d,33,b,7181
client-367,c,28,d,7815
client-368,e,46,a,6210
client-369,d,39,e,8741
client-370,e,49,c,7308
client-371,a,6,g,9715
client-372,f,55,g,9812
client-373,d,30,g,10085
client-374,e,43,i,11056
client-375,f,56,e,8520
client-376,c,29,i,11362
client-377,d,38,g,10074
client-378,a,4,f,9296
client-379,d,38,f,9339
client-380,d,35,j,12000
client-381,e,46,j,12000
client-382,a,9,c,7783
client-383,b,14,g,10078
client-384,d,33,f,9353
client-385,f,57,f,9416
client-386,f,57,e,8568
client-387,e,43,e,8909
client-388,d,30,e,8892
client-389,f,51,j,11616
client-390,c,23,g,9733
client-391,b,15,c,7378
client-392,c,29,b,6879
client-393,c,21,i,11183
client-394,b,17,d,7950
client-395,d,35,f,9312
client-396,e,45,h,10239
client-397,e,49,j,11763
client-398,e,49,h,10413
client-399,d,35,f,9364
client-400,e,49,h,10777
client-401,d,31,d,7878
client-402,e,43,e,8518
client-403,d,37,i,10893
client-404,e,49,e,8417
client-405,d,30,h,10634
client-406,c,24,e,8577
client-407,g,60,c,7497
client-408,f,58,d,8180
client-409,b,10,i,10834
client-410,c,28,e,8990
client-411,f,51,f,9086
client-412,f,53,f,9228
client-413,d,31,d,8199
client-414,f,54,e,8933
client-415,c,25,j,11791
client-416,d,37,h,10351
client-417,a,7,f,9299
client-418,f,53,g,9672
client-419,a,8,i,11346
client-420,b,14,f,9449
client-421,c,25,g,9707
client-422,f,53,h,10340
client-423,c,25,i,11316
client-424,c,27,d,8353
client-425,e,47,i,11369
client-426,a,0,f,9344
client-427,d,31,d,8093
client-428,d,35,a,6355
client-429,c,23,h,10778
client-430,f,51,d,8213
client-431,d,35,f,9125
client-432,c,27,g,10010
client-433,d,34,c,7553
client-434,c,23,e,8922
client-435,c,24,e,8470
client-436,d,38,c,7566
client-437,d,34,j,11423
client-438,e,40,g,9976
client-439,d,32,f,9001
client-440,d,33,f,9136
client-441,d,35,e,8885
client-442,d,30,c,7429
client-443,a,1,h,10492
client-444,e,45,i,11030
client-445,e,48,i,11347
client-446,a,0,g,10086
client-447,c,23,e,8745
client-448,e,46,b,7025
client-449,c,22,g,9781
client-450,c,25,a,6072
client-451,d,38,h,10383
client-452,d,32,f,9265
client-453,d,34,h,10300
client-454,d,31,g,9861
client-455,c,20,e,8549
client-456,e,46,d,8261
client-457,e,49,d,8200
client-458,c,21,h,10582
client-459,g,60,d,7896
client-460,d,30,c,7345
client-461,d,38,g,9923
client-462,c,22,f,9171
client-463,d,38,e,8702
client-464,d,31,d,8134
client-465,c,29,e,8753
client-466,d,39,f,9068
client-467,c,23,j,11951
client-468,a,3,g,9996
client-469,d,32,f,9522
client-470,d,33,f,9108
client-471,e,49,c,7454
client-472,c,25,g,9921
client-473,d,30,c,7201
client-474,f,55,e,8653
client-475,f,59,i,10897
client-476,e,41,g,9697
client-477,d,36,f,9457
client-478,d,37,c,7502
client-479,g,62,g,9781
client-480,d,37,f,9405
client-481,e,40,j,11408
client-482,e,49,i,10834
client-483,f,58,e,8980
client-484,c,28,h,10263
client-485,b,13,g,9834
client-486,c,24,b,7122
client-487,e,46,h,10329
client-488,b,19,h,10209
client-489,c,27,c,7577
client-490,g,61,e,8733
client-491,f,57,e,8997
client-492,e,43,f,9488
client-493,c,23,g,10068
client-494,e,45,a,6000
client-495,d,35,b,7091
client-496,e,46,g,10167
client-497,d,30,f,9031
client-498,d,38,b,7135
client-499,d,34,f,9375
client-500,e,49,i,10986
client-501,c,23,f,9165
client-502,e,45,c,7550
client-503,e,42,h,10532
client-504,h,73,e,8837
client-505,d,32,i,10927
client-506,d,37,h,10672
client-507,c,25,e,8731
client-508,d,31,i,11294
client-509,f,51,e,8908
client-510,d,37,c,7392
client-511,e,41,j,12000
client-512,d,35,f,9014
client-513,d,32,j,11562
client-514,b,10,e,8469
client-515,a,8,e,8589
client-516,e,40,f,9222
client-517,e,46,i,10861
client-518,f,53,f,9430
client-519,d,32,e,8907
client-520,d,33,h,10334
client-521,c,28,j,11552
client-522,e,46,a,6178
client-523,c,26,c,7565
client-524,f,51,e,8427
client-525,a,6,g,10101
client-526,d,35,g,9739
client-527,c,27,f,9540
client-528,f,56,d,7916
client-529,d,39,e,8518
client-530,d,37,h,10600
client-531,a,0,e,8844
client-532,d,36,b,6999
client-533,d,38,c,7792
client-534,c,23,f,9100
client-535,f,57,f,9202
client-536,e,43,i,11354
client-537,e,43,e,8959
client-538,c,23,i,11380
client-539,e,49,j,11443
client-540,e,46,j,11544
client-541,e,44,f,9330
client-542,c,21,d,7984
client-543,f,53,g,10096
client-544,a,1,d,7892
client-545,f,51,b,6747
client-546,f,52,h,10596
client-547,c,27,f,9548
client-548,d,38,f,9155
client-549,a,3,j,11859
client-550,f,57,f,9306
client-551,h,79,b,7194
client-552,d,33,f,9323
client-553,b,12,h,10596
client-554,g,61,e,8934
client-555,b,15,b,7107
client-556,f,57,b,6971
client-557,c,21,d,8204
client-558,e,42,d,8393
client-559,e,43,b,7116
client-560,d,39,d,8166
client-561,e,49,b,6838
client-562,e,40,j,12000
client-563,a,0,h,10599
client-564,c,26,h,10427
client-565,g,64,g,9603
client-566,b,16,c,7689
client-567,c,23,c,7518
client-568,e,48,f,9444
client-569,b,17,g,9924
client-570,d,37,c,7527
client-571,e,47,j,11731
client-572,f,54,e,8661
client-573,h,78,c,7780
client-574,e,45,d,8361
client-575,e,43,e,8944
client-576,e,42,h,10328
client-577,d,36,d,8004
client-578,f,52,e,8635
client-579,c,21,g,9620
client-580,c,28,f,9300
client-581,g,68,d,7958
client-582,c,26,g,9895
client-583,f,51,h,10586
client-584,b,19,b,6907
client-585,f,56,i,11123
client-586,d,36,d,8223
client-587,c,23,g,9877
client-588,h,78,e,8593
client-589,d,39,f,9096
client-590,g,63,a,6305
client-591,c,26,g,9656
client-592,f,53,d,8194
client-593,b,16,h,10568
client-594,f,53,g,10086
client-595,d,37,c,7663
client-596,e,45,f,9023
client-597,b,13,h,10297
client-598,d,36,i,10927
client-599,c,28,b,7198
client-600,b,18,c,7651
client-601,h,70,g,10077
client-602,c,21,h,10743
client-603,c,28,i,11367
client-604,d,37,h,10385
client-605,d,36,e,8433
client-606,e,42,a,6380
client-607,b,18,e,8848
client-608,d,37,e,8827
client-609,b,13,g,9644
client-610,e,40,e,8671
client-611,e,43,f,9540
client-612,f,53,f,9591
client-613,d,39,a,6189
client-614,h,71,e,8593
client-615,b,13,g,9789
client-616,f,54,g,10069
client-617,e,40,e,8866
client-618,c,24,c,7739
client-619,c,27,a,6427
client-620,f,53,c,7555
client-621,d,32,e,8593
client-622,d,30,c,7242
client-623,e,45,f,9382
client-624,d,35,h,10404
client-625,e,44,h,10466
client-626,c,25,b,7059
client-627,c,26,f,9333
client-628,c,27,f,9114
client-629,c,22,f,9572
client-630,c,26,c,7567
client-631,e,42,b,7057
client-632,b,19,i,11146
client-633,c,23,d,8140
client-634,f,55,c,7717
client-635,c,22,b,7198
client-636,c,24,c,7737
client-637,f,51,d,7890
client-638,b,11,c,7537
client-639,f,56,f,9425
client-640,d,30,f,9563
client-641,e,47,d,7944
client-642,e,46,g,10092
client-643,e,42,g,9879
client-644,e,46,a,6000
client-645,d,39,g,9879
client-646,e,41,d,8227
client-647,c,26,g,9784
client-648,e,40,h,10287
client-649,b,10,c,7435
client-650,f,53,f,9491
client-651,c,28,d,8141
client-652,e,44,a,6000
client-653,d,32,g,9652
client-654,c,29,c,7441
client-655,c,21,i,11255
client-656,e,48,e,8515
client-657,c,24,c,7341
client-658,c,24,a,6208
client-659,b,17,b,7103
client-660,d,33,e,8823
client-661,b,17,e,8452
client-662,e,46,e,8575
client-663,e,43,g,9904
client-664,e,41,a,6398
client-665,e,49,e,8803
client-666,e,41,e,8638
client-667,e,49,c,7317
client-668,d,33,b,7069
client-669,c,24,h,10334
client-670,f,57,f,9303
client-671,f,55,b,6890
client-672,b,16,e,8799
client-673,f,50,c,7707
client-674,c,20,f,9582
client-675,g,60,b,6984
client-676,e,44,g,9850
client-677,d,30,a,6000
client-678,d,37,h,10415
client-679,d,37,i,10905
client-680,b,18,g,10108
client-681,f,52,j,12000
client-682,g,63,e,8735
client-683,f,59,a,6000
client-684,c,25,d,8346
client-685,i,83,h,10589
client-686,c,25,g,10090
client-687,e,44,g,10178
client-688,e,43,h,10373
client-689,f,54,f,9332
client-690,c,27,d,7971
client-691,d,37,e,8428
client-692,e,42,e,8444
client-693,c,28,e,8776
client-694,f,59,e,8772
client-695,d,39,b,6906
client-696,d,32,e,8988
client-697,d,38,j,12000
client-698,b,14,e,8898
client-699,f,52,h,10352
client-700,e,45,b,6723
client-701,b,16,d,8263
client-702,e,42,c,7264
client-703,d,32,g,9979
client-704,d,30,e,8505
client-705,g,64,i,11092
client-706,e,49,d,8270
client-707,f,52,f,9338
client-708,d,37,f,9422
client-709,e,45,f,9571
client-710,e,40,j,11553
client-711,d,32,j,11755
client-712,c,27,e,8797
client-713,d,38,a,6123
client-714,e,41,g,10006
client-715,e,44,a,6110
client-716,a,6,i,10887
client-717,e,40,h,10721
client-718,g,66,j,11737
client-719,e,45,b,6819
client-720,f,54,f,9353
client-721,d,33,b,6799
client-722,f,56,d,7879
client-723,f,59,h,10578
client-724,d,35,e,8428
client-725,b,15,d,7919
client-726,d,32,a,6000
client-727,d,39,g,10078
client-728,e,40,f,9021
client-729,c,28,g,9681
client-730,e,40,h,10468
client-731,f,50,c,7449
client-732,d,36,c,7667
client-733,a,4,c,7624
client-734,c,29,c,7747
client-735,e,44,f,9406
client-736,g,66,d,8114
client-737,c,20,h,10513
client-738,f,51,e,8736
client-739,e,43,c,7776
client-740,c,21,g,9979
client-741,b,12,f,9352
client-742,d,32,h,10382
client-743,e,48,c,7217
client-744,f,53,d,8365
client-745,c,21,d,7957
client-746,g,62,d,8314
client-747,g,61,j,12000
client-748,f,51,e,8403
client-749,e,48,e,8483
client-750,d,36,f,9153
client-751,a,0,b,7171
client-752,e,44,g,10068
client-753,c,27,e,8891
client-754,e,49,c,7724
client-755,b,14,a,6000
client-756,d,39,i,11243
client-757,b,13,h,10319
client-758,e,44,f,9383
client-759,g,65,i,11337
client-760,c,24,f,9128
client-761,h,75,g,9921
client-762,d,30,h,10291
client-763,d,35,f,9248
client-764,e,49,g,10195
client-765,g,63,f,9001
client-766,a,8,i,10972
client-767,d,36,g,9777
client-768,d,32,f,9529
client-769,g,63,f,9561
client-770,d,38,f,9374
client-771,f,59,d,8325
client-772,c,20,c,7674
client-773,d,39,e,8481
client-774,f,52,f,9029
client-775,d,33,c,7292
client-776,d,37,d,8349
client-777,g,64,b,7026
client-778,d,35,d,7806
client-779,d,33,j,11621
client-780,d,37,i,11106
client-781,c,26,i,11290
client-782,e,46,d,8062
client-783,e,49,g,9893
client-784,d,30,e,8663
client-785,e,48,b,6711
client-786,c,28,a,6272
client-787,c,26,d,8303
client-788,c,21,d,8060
client-789,e,42,d,8331
client-790,d,39,h,10227
client-791,d,35,j,11753
client-792,c,25,j,12000
client-793,f,50,f,9145
client-794,f,55,g,10085
client-795,e,47,f,9116
client-796,e,48,g,9824
client-797,d,36,c,7527
client-798,e,41,e,8990
client-799,d,37,b,6885
client-800,c,24,d,8171
client-801,d,32,e,8434
client-802,c,20,f,9402
client-803,g,60,f,9288
client-804,d,35,h,10212
client-805,d,32,d,7920
client-806,c,26,h,10292
client-807,c,25,j,12000
client-808,d,35,f,9056
client-809,d,30,f,9452
client-810,c,27,j,11454
client-811,g,64,i,11074
client-812,d,37,b,7099
client-813,d,34,c,7514
client-814,e,42,a,6593
client-815,e,44,g,9898
client-816,f,50,e,8456
client-817,d,36,b,6651
client-818,c,29,g,10092
client-819,e,46,c,7567
client-820,f,57,a,6218
client-821,d,31,f,9426
client-822,c,24,f,9326
client-823,f,50,a,6529
client-824,d,31,e,8846
client-825,d,37,d,8368
client-826,d,36,e,8794
client-827,f,56,c,7537
client-828,c,23,g,10084
client-829,f,51,e,8886
client-830,c,26,d,8196
client-831,c,21,f,9004
client-832,b,18,j,11949
client-833,g,65,f,9007
client-834,f,55,e,8730
client-835,g,61,d,8210
client-836,a,0,b,6848
client-837,c,26,h,10406
client-838,d,31,g,9741
client-839,c,25,c,7207
client-840,b,12,f,9271
client-841,b,18,b,6827
client-842,c,26,e,8893
client-843,d,30,j,12000
client-844,e,49,g,9636
client-845,c,25,e,8862
client-846,e,45,b,6757
client-847,d,37,f,9260
client-848,c,26,d,7926
client-849,d,37,a,6000
client-850,d,39,c,7519
client-851,g,61,h,10433
client-852,d,30,g,9773
client-853,c,20,f,9487
client-854,c,21,i,10804
client-855,e,43,j,12000
client-856,e,45,f,9150
client-857,d,31,f,9548
client-858,e,43,d,8336
client-859,f,50,d,8291
client-860,e,40,i,11310
client-861,d,32,j,12000
client-862,c,29,d,7960
client-863,e,48,e,8934
client-864,a,0,h,10395
client-865,c,27,c,7637
client-866,d,32,c,7619
client-867,e,48,f,9434
client-868,c,25,e,8742
client-869,c,23,e,8612
client-870,f,55,c,7564
client-871,e,49,d,8072
client-872,c,27,e,8935
client-873,c,29,i,10970
client-874,f,57,a,6000
client-875,d,34,j,12000
client-876,c,28,h,10248
client-877,a,7,e,8592
client-878,d,35,i,11069
client-879,f,57,e,8965
client-880,e,45,j,11685
client-881,e,40,b,7036
client-882,c,23,j,12000
client-883,f,59,a,6095
client-884,e,46,c,7570
client-885,e,40,e,8649
client-886,d,38,e,8655
client-887,d,38,g,9976
client-888,d,31,f,9554
client-889,c,28,g,9934
client-890,f,51,a,6000
client-891,f,57,e,8649
client-892,b,16,a,6581
client-893,c,22,h,10438
client-894,c,25,e,8986
client-895,c,28,f,9533
client-896,c,26,f,9358
client-897,e,49,b,6670
client-898,e,44,j,12000
client-899,c,24,h,10750
client-900,f,51,j,11430
client-901,f,55,i,11348
client-902,e,48,c,7269
client-903,e,41,f,9509
client-904,b,13,c,7402
client-905,f,55,h,10408
client-906,c,21,f,9474
client-907,c,27,d,7829
client-908,c,26,d,8263
client-909,d,34,g,9999
client-910,b,10,i,11303
client-911,c,27,e,8802
client-912,e,41,c,7390
client-913,d,32,e,8404
client-914,d,30,g,10166
client-915,c,23,i,11230
client-916,c,20,e,8696
client-917,e,46,h,10484
client-918,c,22,e,8827
client-919,b,17,e,8614
client-920,d,31,j,12000
client-921,g,65,i,11291
client-922,e,46,h,10418
client-923,e,40,g,9662
client-924,d,30,f,9453
client-925,c,29,c,7299
client-926,a,0,h,10466
client-927,b,16,a,6000
client-928,e,45,e,8639
client-929,e,43,f,9101
client-930,c,24,f,9355
client-931,a,9,e,8439
client-932,e,44,j,11674
client-933,f,51,h,10633
client-934,d,39,a,6000
client-935,d,34,g,9816
client-936,e,40,a,6000
client-937,d,32,j,12000
client-938,f,57,d,8111
client-939,b,12,i,11131
client-940,e,48,f,9052
client-941,e,49,c,7451
client-942,f,50,f,9491
client-943,c,26,f,9434
client-944,d,39,e,8774
client-945,d,37,h,10454
client-946,e,48,g,9605
client-947,f,55,g,9918
client-948,d,39,f,9341
client-949,d,33,d,8289
client-950,f,58,h,10719
client-951,d,35,i,11025
client-952,e,45,g,10033
client-953,e,41,d,8372
client-954,b,16,g,9739
client-955,e,46,c,7431
client-956,b,18,f,9271
client-957,g,67,b,7076
client-958,g,69,f,9243
client-959,c,26,d,8284
client-960,d,37,f,9482
client-961,d,31,e,8961
client-962,f,52,e,8936
client-963,f,56,h,10224
client-964,c,29,e,8815
client-965,f,57,g,9661
client-966,c,22,j,11703
client-967,d,36,a,6049
client-968,d,30,d,8259
client-969,e,47,e,8919
client-970,d,36,g,10081
client-971,f,57,j,12000
client-972,d,36,d,8345
client-973,c,22,e,8981
client-974,e,49,e,8566
client-975,c,24,e,8534
client-976,d,35,j,11606
client-977,c,23,c,7227
client-978,e,42,d,8180
client-979,f,55,j,11606
client-980,e,41,e,8622
client-981,b,14,c,7216
client-982,c,20,i,10847
client-983,h,70,h,10474
client-984,b,19,b,6944
client-985,a,7,c,7434
client-986,e,48,f,9577
client-987,b,12,g,9671
client-988,e,45,e,8640
client-989,e,45,d,8170
client-990,e,42,b,7011
client-991,b,18,c,7333
client-992,d,37,c,7367
client-993,b,18,i,10851
client-994,c,24,i,11123
client-995,c,27,f,9116
client-996,f,53,f,9005
client-997,d,38,c,7448
client-998,c,27,g,9720
client-999,c,25,j,11937
client-1000,e,44,e,8666
client-1001,d,33,d,7847
client-1002,e,47,f,9394
client-1003,e,46,a,6021
client-1004,e,46,b,7132
client-1005,d,34,g,10005
client-1006,d,35,g,9728
client-1007,e,42,j,11647
client-1008,f,54,d,8248
client-1009,c,20,e,8973
client-1010,e,43,c,7563
client-1011,h,73,e,8598
client-1012,e,49,f,9593
client-1013,c,29,i,11167
client-1014,e,49,h,10379
client-1015,b,14,g,9781
client-1016,b,13,g,9774
client-1017,f,51,d,7846
client-1018,b,15,e,8756
client-1019,e,40,g,10040
client-1020,e,40,g,9604
client-1021,e,40,j,12000
client-1022,d,30,g,10134
client-1023,f,53,j,12000
client-1024,f,54,g,9962
client-1025,f,57,f,9221
client-1026,c,26,e,8692
client-1027,d,37,e,8756
client-1028,c,29,g,9776
client-1029,e,42,d,7876
client-1030,e,41,f,9498
client-1031,c,20,e,8930
client-1032,d,39,d,8358
client-1033,c,23,h,10479
client-1034,d,34,e,8609
client-1035,c,20,c,7539
client-1036,a,9,d,8226
client-1037,d,38,g,10015
client-1038,b,19,h,10598
client-1039,d,35,c,7555
client-1040,f,52,g,10063
client-1041,g,60,b,7024
client-1042,e,48,g,9617
client-1043,d,35,j,11823
client-1044,g,60,j,12000
client-1045,d,30,h,10318
client-1046,c,28,f,9455
client-1047,b,19,f,9557
client-1048,d,39,a,6557
client-1049,d,31,d,8104
client-1050,b,19,g,10140
client-1051,e,42,a,6019
client-1052,f,58,i,11332
client-1053,f,55,c,7482
client-1054,f,50,e,8642
client-1055,e,45,g,9828
client-1056,a,1,h,10329
client-1057,d,35,d,7973
client-1058,b,15,d,8155
client-1059,f,55,h,10340
client-1060,b,19,h,10336
client-1061,e,41,e,8966
client-1062,d,36,a,6000
client-1063,c,29,c,7555
client-1064,e,44,f,9181
client-1065,c,24,i,11192
client-1066,b,15,f,9009
client-1067,d,37,f,9211
client-1068,f,50,g,9909
client-1069,e,40,e,8502
client-1070,e,43,f,9098
client-1071,d,36,i,11087
